hist_lag,rebalancing_frequency,risk_tolerance,Return,Volatility,Sharpe Ratio,Portfolio Combination,risk_score
252,231,0.6,0.005704739,0.024824018,3.577947678,"{'CEG': 28820.04, 'ENPH': 7628.21, 'EQT': 49147.86, 'FSLR': 7988.53, 'MPC': 23.19, 'MCK': 1131.83, 'OXY': 24520.09}",0.5
252,42,0.5,0.005848245,0.024770275,3.692837034,"{'CEG': 35230.17, 'ENPH': 2532.28, 'EQT': 20473.81, 'FSLR': 19820.45, 'LLY': 180.46, 'OXY': 17327.93}",0.49
378,84,0.4,0.005231574,0.02471324,3.286833198,"{'CF': 15897.18, 'COP': 1822.71, 'CTRA': 7128.07, 'DVN': 13011.48, 'ENPH': 527.45, 'EQT': 41642.97, 'MCK': 4819.53, 'OXY': 28329.72, 'SMCI': 75105.52, 'VRTX': 1555.71}",0.49
252,63,0.5,0.005229014,0.02464754,3.323237614,"{'CEG': 28382.29, 'ENPH': 6749.5, 'EQT': 46563.59, 'FSLR': 7316.39, 'LLY': 242.26, 'MCK': 1535.71, 'OXY': 23006.14}",0.49
252,168,0.5,0.005541839,0.024635485,3.55629924,"{'CAH': 3399.11, 'CEG': 37224.95, 'EQT': 45370.87, 'MPC': 1114.52, 'MCK': 3072.32, 'OXY': 45029.21}",0.48
378,63,0.5,0.004889648,0.024612991,3.056271659,"{'CF': 12057.78, 'COP': 2792.68, 'DVN': 11190.04, 'DLTR': 4806.65, 'ENPH': 2599.63, 'EQT': 26378.51, 'XOM': 11.47, 'GIS': 570.69, 'LLY': 92.99, 'MRO': 13580.56, 'MPC': 3871.49, 'MCK': 4171.28, 'OXY': 24709.39, 'VRTX': 3075.11}",0.48
252,189,0.4,0.005119455,0.024545818,3.278417411,"{'APA': 20119.82, 'ADM': 2455.19, 'ANET': 282.57, 'BKR': 10716.96, 'CF': 11571.14, 'CVX': 2003.35, 'COP': 3610.44, 'DVN': 18080.16, 'DLTR': 2385.22, 'EQT': 3883.96, 'EXC': 3398.73, 'HAL': 8701.75, 'KR': 1732.36, 'MRO': 35506.06, 'MCK': 948.85, 'MOS': 16589.24, 'OXY': 9484.78, 'ON': 4762.81, 'PANW': 936.54, 'TRGP': 5688.78, 'TSLA': 1338.44}",0.47
252,210,1,0.004854154,0.02445422,3.044895535,"{'ABBV': 5693.76, 'CF': 3371.61, 'DLTR': 12039.29, 'MCK': 6774.87, 'OXY': 35752.84, 'VRTX': 8078.93}",0.47
252,147,0.6,0.00551935,0.024430904,3.645386179,"{'CEG': 15787.25, 'ERIE': 3782.22, 'FSLR': 18407.9, 'GILD': 6980.05, 'LW': 11402.8, 'MPC': 320.66, 'MRK': 332.64, 'SMCI': 254778.13}",0.47
378,189,0.5,0.004919931,0.024387822,3.178725212,"{'ANET': 5707.98, 'CF': 6618.96, 'COP': 408.9, 'COST': 928.35, 'DVN': 26715.23, 'EQT': 170.61, 'EXR': 398.98, 'FTNT': 6999.42, 'KR': 1987.86, 'MRO': 30402.62, 'NUE': 5075.64, 'NVDA': 29658.74, 'PANW': 4019.35, 'PLD': 719.13, 'PSA': 1203.8, 'TRGP': 22085.12}",0.46
378,231,0.4,0.00494004,0.024381904,3.106265365,"{'ABBV': 282.72, 'CF': 11763.65, 'COP': 2435.15, 'DVN': 8619.9, 'DLTR': 5466.93, 'ENPH': 2533.56, 'EQT': 23817.56, 'XOM': 576.84, 'GIS': 3750.4, 'LLY': 666.45, 'MRO': 7857.15, 'MPC': 4144.98, 'MCK': 4565.36, 'OXY': 22245.73, 'VRTX': 3558.96}",0.46
252,126,0.5,0.005573341,0.024225144,3.515556568,"{'ABBV': 7933.73, 'BMY': 5038.33, 'CF': 4968.54, 'DLTR': 10514.6, 'LLY': 561.34, 'MCK': 6411.69, 'OXY': 25088.78, 'VRTX': 7532.67}",0.45
252,84,0.4,0.005785169,0.024106905,3.777298109,"{'CAH': 5896.0, 'CEG': 35602.44, 'EQT': 40595.91, 'FSLR': 430.3, 'MPC': 1393.78, 'MCK': 3642.6, 'OXY': 41007.24}",0.45
252,210,0.9,0.004842297,0.024057524,3.093130083,"{'ABBV': 5220.41, 'DLTR': 12201.12, 'MCK': 7331.94, 'OXY': 35206.39, 'VRTX': 8705.0}",0.44
378,21,0.4,0.005545105,0.024006822,3.379323617,"{'AMGN': 325.82, 'CAH': 5753.95, 'CEG': 26558.98, 'EQT': 5891.34, 'XOM': 1909.97, 'FICO': 830.34, 'LW': 2669.94, 'MPC': 6408.12, 'MCK': 2507.36, 'NOC': 40.16, 'OXY': 14561.66, 'SMCI': 97591.3, 'VLO': 1620.06, 'VRTX': 2951.82}",0.44
252,105,0.6,0.004990356,0.023965933,3.217482307,"{'CEG': 15610.56, 'ERIE': 3739.89, 'FSLR': 18201.88, 'GILD': 6901.93, 'LW': 11275.18, 'MPC': 317.07, 'MRK': 328.91, 'SMCI': 251926.72}",0.44
378,126,0.5,0.004857912,0.023849732,3.126922398,"{'ABBV': 1275.03, 'AZO': 390.13, 'CF': 7421.3, 'CTRA': 3917.97, 'DVN': 12519.0, 'DLTR': 7228.92, 'EXC': 7750.3, 'LLY': 2809.3, 'MCK': 6532.33, 'OXY': 22188.17, 'PANW': 1252.29, 'VRTX': 4180.87}",0.43
378,105,0.5,0.004606794,0.023787936,2.916306899,"{'CAH': 3764.02, 'CEG': 36232.28, 'EQT': 4965.54, 'FICO': 668.98, 'MPC': 7247.84, 'MCK': 2639.98, 'OXY': 19116.42, 'SMCI': 116871.16, 'VLO': 467.56, 'VRTX': 3138.84}",0.43
252,21,0.4,0.006035837,0.023714498,3.818661285,"{'CAH': 2961.51, 'CEG': 11337.53, 'ERIE': 3483.4, 'FSLR': 12041.2, 'GIS': 1605.06, 'GPC': 1956.99, 'GILD': 8511.81, 'LW': 10957.76, 'MPC': 2880.68, 'MRK': 4542.99, 'SMCI': 163974.18}",0.42
378,252,0.4,0.004964839,0.023698523,3.392071526,"{'ANET': 2328.7, 'BX': 1610.44, 'BLDR': 4326.52, 'CPT': 2450.16, 'DVN': 38014.49, 'EXR': 5716.25, 'F': 54653.05, 'FTNT': 26684.14, 'IT': 2432.88, 'MRO': 12991.77, 'MAA': 1792.54, 'MRNA': 20.96, 'NUE': 4061.74, 'NVDA': 19451.8}",0.42
378,42,0.4,0.005081616,0.02356825,3.279108669,"{'CF': 23.53, 'CI': 360.18, 'DLTR': 1331.37, 'EQT': 12420.64, 'XOM': 2441.11, 'LW': 5374.06, 'MPC': 2063.41, 'MCK': 9019.12, 'OXY': 21690.86, 'SMCI': 152084.9, 'VRTX': 4545.87}",0.42
252,231,0.5,0.005540877,0.023415762,3.70280007,"{'CEG': 29503.65, 'ENPH': 7016.17, 'EQT': 48403.29, 'FSLR': 7605.46, 'LLY': 251.84, 'MCK': 1596.38, 'OXY': 23915.1}",0.41
252,147,0.5,0.005376371,0.023369472,3.691842857,"{'CEG': 14244.98, 'ERIE': 3904.33, 'FSLR': 15972.93, 'GPC': 1123.26, 'GILD': 8484.21, 'LW': 12087.15, 'MPC': 1835.36, 'MRK': 2900.98, 'SMCI': 217346.04}",0.41
378,147,0.4,0.004618324,0.023284056,3.018017272,"{'AMGN': 350.33, 'CAH': 6186.82, 'CEG': 28556.99, 'EQT': 6334.54, 'XOM': 2053.66, 'FICO': 892.81, 'LW': 2870.8, 'MPC': 6890.2, 'MCK': 2695.99, 'NOC': 43.18, 'OXY': 15657.12, 'SMCI': 104933.02, 'VLO': 1741.94, 'VRTX': 3173.88}",0.4
252,252,0.6,0.005945623,0.02320391,3.864427789,"{'AMD': 4097.82, 'ANET': 10552.15, 'BLDR': 11650.48, 'DVN': 53584.37, 'F': 30845.14, 'FTNT': 14328.42, 'IT': 1939.22, 'NVDA': 57142.21, 'PFE': 6747.55}",0.4
378,168,0.4,0.00499137,0.023178967,3.355080391,"{'CF': 16063.12, 'COP': 1841.74, 'CTRA': 7202.47, 'DVN': 13147.3, 'ENPH': 532.96, 'EQT': 42077.65, 'MCK': 4869.84, 'OXY': 28625.44, 'SMCI': 75889.5, 'VRTX': 1571.95}",0.4
252,210,0.8,0.004759371,0.023154898,3.154399417,"{'ABBV': 6634.9, 'CF': 3905.71, 'DLTR': 11813.22, 'MCK': 6834.09, 'OXY': 32761.91, 'VRTX': 8096.5}",0.39
252,168,0.4,0.005314961,0.023131525,3.629145098,"{'CAH': 5996.73, 'CEG': 36210.69, 'EQT': 41289.47, 'FSLR': 437.65, 'MPC': 1417.59, 'MCK': 3704.83, 'OXY': 41707.82}",0.39
252,42,0.4,0.005609494,0.023004339,3.809828295,"{'CEG': 30552.37, 'ENPH': 2612.48, 'EQT': 21070.18, 'FSLR': 18059.61, 'LLY': 1549.04, 'MCK': 140.64, 'MRK': 15.32, 'OXY': 16366.59, 'SMCI': 26750.78}",0.38
378,63,0.4,0.004629259,0.022722254,3.141104087,"{'ABBV': 275.22, 'CF': 11451.52, 'COP': 2370.54, 'DVN': 8391.19, 'DLTR': 5321.88, 'ENPH': 2466.34, 'EQT': 23185.62, 'XOM': 561.54, 'GIS': 3650.89, 'LLY': 648.77, 'MRO': 7648.68, 'MPC': 4035.01, 'MCK': 4444.23, 'OXY': 21655.49, 'VRTX': 3464.53}",0.38
252,63,0.4,0.004974284,0.022659414,3.430250215,"{'CAH': 2463.72, 'CEG': 27537.53, 'ENPH': 5582.98, 'EQT': 42851.14, 'FSLR': 6647.53, 'HUM': 314.0, 'LLY': 859.81, 'MPC': 377.0, 'MCK': 2179.68, 'OXY': 21014.44}",0.37
378,210,0.5,0.004007992,0.022587072,2.699601086,"{'ABBV': 1287.28, 'AZO': 393.88, 'CF': 7492.6, 'CTRA': 3955.62, 'DVN': 12639.28, 'DLTR': 7298.37, 'EXC': 7824.77, 'LLY': 2836.29, 'MCK': 6595.09, 'OXY': 22401.35, 'PANW': 1264.32, 'VRTX': 4221.04}",0.37
252,210,0.7,0.004723332,0.022551353,3.222119089,"{'ABBV': 7043.11, 'CF': 3369.9, 'DLTR': 11719.03, 'MCK': 7001.07, 'OXY': 31005.42, 'VRTX': 8257.87}",0.37
252,105,0.5,0.004832801,0.022544756,3.308181997,"{'CEG': 14083.13, 'ERIE': 3859.97, 'FSLR': 15791.45, 'GPC': 1110.5, 'GILD': 8387.82, 'LW': 11949.82, 'MPC': 1814.51, 'MRK': 2868.02, 'SMCI': 214876.64}",0.36
378,189,0.4,0.004631749,0.022421471,3.25413322,"{'ABBV': 677.74, 'ANET': 5099.3, 'CPT': 609.52, 'CF': 6173.62, 'COP': 1831.44, 'COST': 1012.18, 'DVN': 20468.44, 'EQT': 125.85, 'EXC': 1149.28, 'EXR': 1196.93, 'FTNT': 6596.72, 'KR': 5120.1, 'LLY': 237.5, 'MRO': 25650.51, 'MCK': 234.44, 'MOS': 1749.68, 'NUE': 4383.86, 'NVDA': 25243.64, 'PANW': 3758.57, 'PLD': 1675.54, 'PSA': 1391.77, 'TRGP': 17442.72}",0.36
252,126,0.4,0.005326707,0.022320814,3.645479699,"{'ABBV': 8892.74, 'BMY': 4701.87, 'CF': 2156.56, 'DLTR': 10430.91, 'MCK': 7287.95, 'OXY': 21437.66, 'VRTX': 8412.8}",0.35
378,126,0.4,0.004621602,0.022300798,3.185436846,"{'ABBV': 2659.43, 'AZO': 375.41, 'CF': 7493.27, 'CTRA': 8172.57, 'DVN': 10658.49, 'DLTR': 6288.31, 'EXC': 10912.29, 'GIS': 21.72, 'LLY': 2669.73, 'MCK': 5272.76, 'OXY': 17447.85, 'PANW': 2113.79, 'PFE': 5024.36, 'PWR': 406.59, 'VRTX': 3772.18, 'WRB': 4773.51}",0.35
252,252,0.5,0.005822432,0.022198754,3.95947448,"{'AMD': 3995.34, 'ANET': 10275.6, 'BLDR': 11478.24, 'CPT': 214.78, 'DVN': 49639.09, 'EXR': 642.28, 'F': 32348.42, 'FTNT': 13533.61, 'IT': 2041.85, 'NVDA': 52720.65, 'PFE': 9812.57}",0.35
252,84,0.3,0.005432037,0.021802251,3.946023889,"{'CAH': 9023.58, 'CEG': 33124.17, 'EQT': 34074.81, 'FSLR': 922.54, 'LW': 3326.48, 'MPC': 1736.66, 'MCK': 4435.0, 'OXY': 35677.6}",0.34
378,84,0.3,0.004765098,0.021740536,3.409155139,"{'CNC': 33.91, 'CF': 15831.96, 'COP': 117.56, 'ED': 2935.8, 'DVN': 8034.43, 'ENPH': 494.1, 'EQT': 37072.77, 'GIS': 3888.79, 'MCK': 5835.54, 'OXY': 24686.86, 'PANW': 88.82, 'SMCI': 69607.51, 'VRTX': 2437.8}",0.34
378,105,0.4,0.004336603,0.021708444,3.016020235,"{'AMGN': 347.46, 'CAH': 6136.15, 'CEG': 28323.13, 'EQT': 6282.66, 'XOM': 2036.84, 'FICO': 885.5, 'LW': 2847.29, 'MPC': 6833.77, 'MCK': 2673.91, 'NOC': 42.83, 'OXY': 15528.91, 'SMCI': 104073.71, 'VLO': 1727.68, 'VRTX': 3147.89}",0.33
252,210,0.6,0.004656422,0.02165519,3.316502121,"{'ABBV': 7607.03, 'BMY': 2323.26, 'CF': 4002.75, 'DLTR': 11326.57, 'MCK': 6865.86, 'OXY': 28465.97, 'VRTX': 8073.73}",0.33
252,147,0.4,0.005144995,0.021628833,3.782898168,"{'CAH': 3231.29, 'CEG': 12370.34, 'ERIE': 3800.73, 'FSLR': 13138.12, 'GIS': 1751.27, 'GPC': 2135.27, 'GILD': 9287.21, 'LW': 11955.98, 'MPC': 3143.1, 'MRK': 4956.84, 'SMCI': 178911.69}",0.32
252,231,0.4,0.005290617,0.021614575,3.835327537,"{'CAH': 2560.5, 'CEG': 28619.27, 'ENPH': 5802.29, 'EQT': 44534.43, 'FSLR': 6908.66, 'HUM': 326.34, 'LLY': 893.59, 'MPC': 391.81, 'MCK': 2265.3, 'OXY': 21839.94}",0.32
378,21,0.3,0.005123899,0.021356124,3.505798454,"{'ABBV': 1090.28, 'AMGN': 1083.56, 'BMY': 2824.49, 'CAH': 6175.39, 'CEG': 19752.6, 'EQT': 4514.16, 'XOM': 2591.37, 'FICO': 805.16, 'FSLR': 993.98, 'GIS': 2201.65, 'LW': 4089.07, 'LLY': 19.33, 'MPC': 5455.92, 'MCK': 2282.04, 'MRK': 65.66, 'NOC': 348.83, 'OXY': 10866.93, 'PGR': 172.72, 'SMCI': 76210.16, 'VLO': 1921.64, 'VRTX': 2647.08}",0.32
378,231,0.3,0.004458601,0.021302436,3.20581188,"{'ABBV': 2143.73, 'AZO': 64.58, 'CF': 10476.99, 'CI': 394.29, 'COP': 1708.7, 'DVN': 4842.0, 'DLTR': 5566.37, 'ENPH': 2212.27, 'EQT': 18660.73, 'XOM': 1085.68, 'GIS': 6766.06, 'HSY': 583.52, 'LLY': 1151.28, 'MRO': 157.23, 'MPC': 4034.91, 'MCK': 4610.38, 'MRK': 57.92, 'NOC': 168.17, 'OXY': 17659.96, 'VLO': 21.03, 'VRTX': 3758.84}",0.31
252,252,0.4,0.005705812,0.021211207,4.073046513,"{'AMD': 3725.37, 'ANET': 9541.61, 'BLDR': 10787.27, 'CPT': 1240.99, 'COST': 241.42, 'DVN': 43554.19, 'EXR': 1278.98, 'F': 32764.95, 'FTNT': 12007.33, 'IT': 2049.45, 'NVDA': 45824.52, 'PANW': 715.21, 'PFE': 12675.18, 'RVTY': 39.9}",0.31
252,21,0.3,0.00562955,0.021193086,3.979277179,"{'CPB': 1362.38, 'CAH': 4088.44, 'CI': 325.33, 'CEG': 9647.38, 'ERIE': 3410.57, 'FSLR': 10541.74, 'GIS': 3613.62, 'GPC': 2228.87, 'GILD': 8833.87, 'LW': 10920.1, 'MPC': 3154.41, 'MRK': 5640.07, 'MNST': 772.81, 'SMCI': 134200.55}",0.3
252,189,0.3,0.004635864,0.021171845,3.451767887,"{'ABBV': 872.45, 'AON': 411.01, 'APA': 14120.38, 'ADM': 3363.23, 'ANET': 1184.85, 'BKR': 10821.59, 'BG': 665.45, 'CF': 8772.31, 'CVX': 2335.86, 'COP': 3658.91, 'COST': 117.45, 'CTRA': 4741.38, 'DVN': 12823.73, 'DLTR': 2475.19, 'EQT': 5373.55, 'EXC': 6184.01, 'HAL': 8575.91, 'KR': 4333.78, 'LYV': 53.72, 'MRO': 26371.42, 'MCK': 1163.51, 'MOS': 12068.3, 'NEM': 1787.53, 'NUE': 456.64, 'OXY': 7664.19, 'ON': 4782.47, 'PANW': 1398.86, 'TRGP': 5250.52, 'TSLA': 1249.82, 'VRTX': 13.3}",0.3
378,42,0.3,0.004707459,0.021104578,3.390520501,"{'ABBV': 1348.05, 'BMY': 2393.9, 'CAH': 5122.56, 'CF': 2928.23, 'CVX': 663.83, 'CI': 1319.22, 'DLTR': 2843.85, 'EQT': 11552.07, 'XOM': 4480.4, 'GIS': 51.23, 'LW': 7395.78, 'LLY': 604.09, 'MPC': 3680.82, 'MCK': 5309.62, 'OXY': 14133.84, 'SMCI': 118935.91, 'VRTX': 3474.4}",0.3
252,105,0.4,0.004662582,0.020988689,3.430491122,"{'CAH': 3193.66, 'CEG': 12226.29, 'ERIE': 3756.47, 'FSLR': 12985.12, 'GIS': 1730.88, 'GPC': 2110.4, 'GILD': 9179.05, 'LW': 11816.75, 'MPC': 3106.5, 'MRK': 4899.12, 'SMCI': 176828.23}",0.29
378,252,0.3,0.004473382,0.020935309,3.485041909,"{'ANET': 2802.3, 'AZO': 18.71, 'BX': 2197.68, 'BLDR': 3975.15, 'CPT': 3518.48, 'DVN': 30702.01, 'EPAM': 4.02, 'EXR': 5836.32, 'F': 49971.38, 'FTNT': 22256.18, 'IT': 2374.42, 'IRM': 3496.72, 'KKR': 183.36, 'MRO': 11017.81, 'MAA': 2614.08, 'MRNA': 230.76, 'NUE': 4397.19, 'NVDA': 16978.43, 'PLD': 13.56, 'WST': 24.97}",0.29
252,210,0.5,0.004553977,0.020826899,3.379342929,"{'ABBV': 8023.4, 'BMY': 5095.28, 'CF': 5024.7, 'DLTR': 10633.44, 'LLY': 567.68, 'MCK': 6484.17, 'OXY': 25372.37, 'VRTX': 7617.81}",0.28
252,42,0.3,0.005266764,0.020769336,3.95799337,"{'AZO': 61.76, 'CAH': 2180.55, 'CF': 5.97, 'CI': 894.36, 'CEG': 17533.9, 'ENPH': 3102.36, 'EQT': 16618.48, 'ERIE': 1000.51, 'FSLR': 12019.56, 'GPC': 1792.67, 'GILD': 1243.06, 'HUM': 6.66, 'HII': 121.15, 'LLY': 1636.21, 'MPC': 2584.16, 'MCK': 974.96, 'MRK': 3253.19, 'OXY': 11367.31, 'ROL': 18.07, 'SMCI': 56410.23, 'VLO': 258.5}",0.28
252,168,0.3,0.004920404,0.020612542,3.795970008,"{'CAH': 9182.58, 'CEG': 33707.83, 'EQT': 34675.22, 'FSLR': 938.79, 'LW': 3385.09, 'MPC': 1767.26, 'MCK': 4513.14, 'OXY': 36306.25}",0.28
378,210,0.4,0.003755375,0.020534776,2.791740195,"{'ABBV': 2682.11, 'AZO': 378.61, 'CF': 7557.17, 'CTRA': 8242.27, 'DVN': 10749.39, 'DLTR': 6341.93, 'EXC': 11005.35, 'GIS': 21.91, 'LLY': 2692.5, 'MCK': 5317.73, 'OXY': 17596.64, 'PANW': 2131.81, 'PFE': 5067.21, 'PWR': 410.06, 'VRTX': 3804.35, 'WRB': 4814.22}",0.27
378,147,0.3,0.004189359,0.02040453,3.117953291,"{'ABBV': 1173.03, 'AMGN': 1165.8, 'BMY': 3038.85, 'CAH': 6644.06, 'CEG': 21251.65, 'EQT': 4856.75, 'XOM': 2788.04, 'FICO': 866.26, 'FSLR': 1069.41, 'GIS': 2368.74, 'LW': 4399.4, 'LLY': 20.8, 'MPC': 5869.98, 'MCK': 2455.23, 'MRK': 70.64, 'NOC': 375.3, 'OXY': 11691.64, 'PGR': 185.83, 'SMCI': 81993.87, 'VLO': 2067.47, 'VRTX': 2847.97}",0.27
378,63,0.3,0.004267903,0.020394425,3.233914229,"{'ABBV': 2083.72, 'AZO': 62.78, 'CF': 10183.7, 'CI': 383.25, 'COP': 1660.87, 'DVN': 4706.46, 'DLTR': 5410.55, 'ENPH': 2150.35, 'EQT': 18138.35, 'XOM': 1055.29, 'GIS': 6576.65, 'HSY': 567.19, 'LLY': 1119.06, 'MRO': 152.83, 'MPC': 3921.96, 'MCK': 4481.32, 'MRK': 56.3, 'NOC': 163.47, 'OXY': 17165.59, 'VLO': 20.44, 'VRTX': 3653.61}",0.26
378,168,0.3,0.004581706,0.020391378,3.505516576,"{'CNC': 34.31, 'CF': 16020.63, 'COP': 118.96, 'ED': 2970.79, 'DVN': 8130.18, 'ENPH': 499.99, 'EQT': 37514.59, 'GIS': 3935.13, 'MCK': 5905.09, 'OXY': 24981.07, 'PANW': 89.88, 'SMCI': 70437.05, 'VRTX': 2466.85}",0.26
252,63,0.3,0.00459982,0.020224998,3.563911549,"{'BMY': 304.16, 'CAH': 6217.5, 'CF': 2254.54, 'CEG': 21141.48, 'ENPH': 4268.1, 'EQT': 31897.26, 'ERIE': 1068.3, 'FSLR': 6727.44, 'GIS': 530.14, 'HUM': 870.27, 'LLY': 1558.62, 'MPC': 2529.59, 'MCK': 2408.41, 'OXY': 16596.74, 'TMUS': 466.96, 'VLO': 109.68}",0.25
378,126,0.3,0.004274492,0.020132283,3.267058709,"{'ABBV': 3221.78, 'AZO': 324.53, 'CF': 6952.78, 'ED': 2319.28, 'CTRA': 10089.19, 'DVN': 8548.46, 'DLTR': 5067.0, 'EQT': 1343.85, 'EXC': 11467.41, 'GIS': 2900.71, 'HSY': 958.76, 'LLY': 2302.66, 'MCK': 3959.61, 'MRK': 1421.75, 'NOC': 80.6, 'OXY': 12910.64, 'PANW': 2480.9, 'PFE': 7630.71, 'PGR': 9.5, 'PWR': 1488.55, 'VRTX': 3140.38, 'WRB': 7065.71}",0.25
252,126,0.3,0.004988096,0.02009114,3.800204861,"{'ABBV': 8231.24, 'BMY': 9362.4, 'CF': 6277.43, 'ED': 889.77, 'DLTR': 8816.56, 'EQT': 794.64, 'GIS': 1.08, 'LW': 927.98, 'LLY': 1391.03, 'LMT': 583.92, 'MCK': 5407.14, 'TAP': 3089.74, 'OXY': 18256.87, 'VRTX': 6429.9}",0.25
378,189,0.3,0.004286608,0.019975666,3.388150963,"{'ABBV': 1624.42, 'APA': 36.46, 'ADM': 432.45, 'ANET': 4332.77, 'BX': 129.12, 'BRO': 1122.9, 'CPT': 1317.14, 'CF': 5419.62, 'COP': 2346.58, 'COST': 1006.71, 'DVN': 15281.85, 'EQT': 1487.29, 'EXC': 4517.06, 'EXR': 1558.14, 'FTNT': 5468.74, 'KR': 6731.38, 'LLY': 693.06, 'MRO': 20346.44, 'MCK': 663.56, 'MOS': 2148.4, 'NUE': 3565.18, 'NVDA': 20078.53, 'PANW': 3379.29, 'PFE': 2196.5, 'PLD': 2093.25, 'PSA': 1440.28, 'TRGP': 13700.53}",0.24
252,210,0.4,0.004512656,0.019930596,3.524415086,"{'ABBV': 8983.77, 'BMY': 4750.0, 'CF': 2178.63, 'DLTR': 10537.69, 'MCK': 7362.56, 'OXY': 21657.1, 'VRTX': 8498.92}",0.24
252,147,0.3,0.004833676,0.019441179,3.917408249,"{'CPB': 1485.74, 'CAH': 4458.64, 'CI': 354.79, 'CEG': 10520.94, 'ERIE': 3719.39, 'FSLR': 11496.28, 'GIS': 3940.82, 'GPC': 2430.69, 'GILD': 9633.77, 'LW': 11908.9, 'MPC': 3440.04, 'MRK': 6150.76, 'MNST': 842.79, 'SMCI': 146352.19}",0.23
252,231,0.3,0.004932331,0.019328467,3.969531388,"{'BMY': 315.74, 'CAH': 6454.29, 'CF': 2340.4, 'CEG': 21946.65, 'ENPH': 4430.65, 'EQT': 33112.06, 'ERIE': 1108.98, 'FSLR': 6983.66, 'GIS': 550.33, 'HUM': 903.41, 'LLY': 1617.98, 'MPC': 2625.93, 'MCK': 2500.13, 'OXY': 17228.83, 'TMUS': 484.74, 'VLO': 113.85}",0.23
252,252,0.3,0.005451396,0.019319606,4.307179579,"{'AMD': 3595.06, 'ANET': 7153.17, 'BLDR': 8630.94, 'CPT': 2179.54, 'COST': 583.49, 'DVN': 30430.87, 'DPZ': 144.7, 'EXR': 1817.28, 'F': 30956.13, 'FTNT': 9206.29, 'IT': 1814.73, 'INTU': 328.04, 'LLY': 502.53, 'MAA': 1001.26, 'MRNA': 110.52, 'NVDA': 33116.53, 'PANW': 1757.68, 'PFE': 12822.43, 'PLD': 878.2, 'RVTY': 1292.57, 'TRGP': 69.38, 'WST': 61.11, 'ZTS': 30.59}",0.23
378,105,0.3,0.003994418,0.019281903,3.122569961,"{'ABBV': 1163.45, 'AMGN': 1156.29, 'BMY': 3014.05, 'CAH': 6589.84, 'CEG': 21078.25, 'EQT': 4817.12, 'XOM': 2765.29, 'FICO': 859.19, 'FSLR': 1060.69, 'GIS': 2349.41, 'LW': 4363.5, 'LLY': 20.63, 'MPC': 5822.09, 'MCK': 2435.19, 'MRK': 70.06, 'NOC': 372.24, 'OXY': 11596.24, 'PGR': 184.31, 'SMCI': 81324.86, 'VLO': 2050.61, 'VRTX': 2824.74}",0.22
252,105,0.3,0.004346353,0.018797698,3.587421577,"{'CPB': 1468.51, 'CAH': 4406.93, 'CI': 350.68, 'CEG': 10398.92, 'ERIE': 3676.26, 'FSLR': 11362.94, 'GIS': 3895.12, 'GPC': 2402.5, 'GILD': 9522.04, 'LW': 11770.79, 'MPC': 3400.14, 'MRK': 6079.43, 'MNST': 833.02, 'SMCI': 144654.83}",0.22
378,210,0.3,0.003473745,0.018322,2.894009813,"{'ABBV': 3251.06, 'AZO': 327.48, 'CF': 7015.95, 'ED': 2340.36, 'CTRA': 10180.86, 'DVN': 8626.14, 'DLTR': 5113.04, 'EQT': 1356.06, 'EXC': 11571.61, 'GIS': 2927.07, 'HSY': 967.47, 'LLY': 2323.58, 'MCK': 3995.59, 'MRK': 1434.66, 'NOC': 81.33, 'OXY': 13027.95, 'PANW': 2503.44, 'PFE': 7700.05, 'PGR': 9.59, 'PWR': 1502.07, 'VRTX': 3168.91, 'WRB': 7129.91}",0.21
252,210,0.3,0.004280798,0.018311109,3.663056337,"{'ABBV': 8306.81, 'BMY': 9448.36, 'CF': 6335.06, 'ED': 897.94, 'DLTR': 8897.51, 'EQT': 801.94, 'GIS': 1.09, 'LW': 936.5, 'LLY': 1403.8, 'LMT': 589.28, 'MCK': 5456.79, 'TAP': 3118.11, 'OXY': 18424.49, 'VRTX': 6488.93}",0.21
252,84,0.2,0.004626349,0.017770558,4.120742744,"{'AMGN': 57.5, 'BMY': 71.39, 'CPB': 3715.32, 'CAH': 8726.16, 'CI': 329.8, 'ED': 1257.11, 'CEG': 19487.73, 'CTVA': 646.43, 'EQT': 20391.6, 'XOM': 3323.95, 'FSLR': 3447.55, 'GIS': 2583.79, 'HSY': 633.85, 'HES': 32.92, 'K': 5514.38, 'LW': 5555.65, 'LMT': 55.42, 'MPC': 3618.48, 'MCK': 2986.3, 'MRK': 1524.83, 'NOC': 155.09, 'OXY': 20751.2, 'PGR': 619.72, 'SRE': 2726.4, 'SO': 920.18, 'VLO': 2373.02, 'VRTX': 959.95}",0.2
252,21,0.2,0.004948013,0.017607323,4.196788688,"{'AMGN': 626.27, 'CPB': 4431.97, 'CAH': 4534.91, 'CI': 454.75, 'CEG': 7052.12, 'ERIE': 3207.02, 'XOM': 11.71, 'FSLR': 8778.47, 'GIS': 5208.07, 'GPC': 2215.58, 'GILD': 8720.38, 'HUBB': 41.85, 'K': 2331.64, 'LW': 10540.68, 'LLY': 248.78, 'MPC': 3092.37, 'MCK': 71.6, 'MRK': 6553.64, 'MNST': 2565.26, 'SMCI': 94841.8, 'VLO': 139.62}",0.2
